pitch_type,batter,pitcher,zone,stand,p_throws,type,estimated_woba_using_speedangle
CH,656305,656756,6,R,L,X,0.816
FC,662139,656756,13,L,L,X,0.785
SI,691023,605135,7,R,R,X,0.392
CU,669357,605135,8,L,R,X,2.0
SI,575929,605135,4,R,R,X,0.853
ST,571448,605135,14,R,R,X,0.054
SI,502671,605135,7,R,R,X,0.81
FF,676475,605135,1,L,R,X,0.82
SI,680977,605135,1,L,R,X,1.278
CU,665489,656756,8,R,L,X,1.128
CU,666182,656756,14,R,L,X,0.046
CH,543807,656756,14,R,L,X,0.007
FS,518792,543518,4,L,R,X,0.184
FC,677950,660813,3,L,R,X,0.538
FF,664983,660813,11,L,R,X,0.296
FC,682998,660813,12,L,R,X,0.146
SI,572233,660813,2,R,R,X,0.581
SI,666971,660813,4,R,R,X,0.223
SI,606466,660813,4,L,R,X,0.328
FC,668942,623465,5,L,R,X,0.026
FC,672695,623465,5,L,R,X,0.44
SI,605141,612434,11,R,R,X,0.023
SL,500743,612434,14,R,R,X,0.11
SI,621035,612434,5,R,R,X,0.878
FF,677950,657571,9,L,L,X,0.34
FF,682998,657571,6,L,L,X,0.272
CH,572233,592789,14,R,R,X,0.415
FF,502110,669459,5,R,L,X,0.35
FF,606466,592789,4,L,R,X,0.373
SI,668942,592789,4,L,R,X,0.06
FC,669257,605200,9,R,R,X,0.635
CH,518692,605200,13,L,R,X,0.815
FC,605141,605200,5,R,R,X,0.185
CU,500743,605200,6,R,R,X,0.118
FC,672695,592789,6,L,R,X,0.9
SI,677950,592789,7,L,R,X,0.057
SI,664983,592789,8,L,R,X,0.1
FF,682998,592789,2,L,R,X,0.943
SI,681546,605200,4,L,R,X,0.356
FC,444482,605200,2,L,R,X,0.424
SI,572233,592789,5,R,R,X,0.159
FC,666971,592789,3,R,R,X,0.0
FC,606466,592789,5,L,R,X,0.044
CU,518692,605200,7,L,R,X,0.894
FC,500743,605200,9,R,R,X,0.036
FC,668942,592789,6,L,R,X,0.598
SI,444482,605200,6,L,R,X,0.439
SI,664983,592789,4,L,R,X,0.221
FC,682998,592789,8,L,R,X,0.072
FF,502110,605200,3,R,R,X,0.226
CH,669257,605200,1,R,R,X,0.402
CH,518692,605200,7,L,R,X,0.409
CH,605141,605200,5,R,R,X,0.01
SI,572233,592789,7,R,R,X,0.401
CH,666971,592789,14,R,R,X,0.91
FF,663728,663986,6,L,R,X,0.124
SL,664034,663986,9,R,R,X,0.014
SI,647304,642100,6,L,L,X,0.19
FF,641487,660853,4,L,R,X,0.83
ST,680757,623149,4,L,R,X,0.117
FF,665926,623149,11,L,R,X,0.406
SL,672284,669212,3,L,R,X,0.25
FF,606192,669212,4,R,R,X,1.075
FF,663728,669212,5,L,R,X,0.005
SL,605137,662253,8,L,R,X,0.22
SI,553993,680704,4,R,R,X,0.047
KC,608070,666374,9,L,R,X,0.113
KC,680757,666374,8,L,R,X,0.429
FF,664702,666374,5,R,R,X,0.043
FF,665926,641627,11,L,R,X,0.373
FC,672356,641627,3,R,R,X,0.067
SI,606192,615698,4,R,R,X,1.377
FS,663728,615698,13,L,R,X,
FC,553993,615698,8,R,R,X,1.753
SI,664034,615698,11,R,R,X,0.107
FF,608070,594835,12,R,L,X,0.038
FC,642708,594835,4,R,L,X,0.863
FC,680757,594835,13,L,L,X,0.238
FC,664702,594835,1,R,L,X,0.249
SI,543939,615698,12,L,R,X,0.224
FC,677594,615698,14,R,R,X,0.076
FF,641487,615698,6,L,R,X,0.107
FF,665926,594835,4,L,L,X,0.067
CH,672356,594835,9,R,L,X,0.292
SI,606192,615698,11,R,R,X,0.059
FC,663728,615698,5,L,R,X,0.526
SI,553993,615698,4,R,R,X,0.473
FC,664034,615698,8,R,R,X,0.653
FC,677594,615698,6,R,R,X,0.239
CU,605137,594835,7,R,L,X,0.455
CU,608070,594835,8,R,L,X,0.505
CH,642708,594835,14,R,L,X,0.075
FC,680757,594835,2,L,L,X,0.176
FC,665926,594835,3,L,L,X,0.405
CH,672356,594835,6,R,L,X,0.01
FC,606192,615698,3,R,R,X,0.079
SI,663728,615698,8,L,R,X,0.926
FC,553993,615698,4,R,R,X,0.099
FC,664034,615698,9,R,R,X,0.42
FF,677594,615698,2,R,R,X,1.285
FC,642708,594835,13,R,L,X,0.171
CU,680757,594835,5,L,L,X,0.065
FF,669127,608032,5,R,R,X,0.653
FF,592669,661309,7,R,R,X,0.205
CH,642136,661309,8,L,R,X,0.201
CH,545361,661309,7,R,R,X,0.727
FC,664913,681806,5,L,R,X,0.11
ST,649557,681806,4,R,R,X,0.786
FC,665923,681806,6,R,R,X,0.245
FF,621493,661309,8,R,R,X,0.084
ST,669127,681806,1,R,R,X,0.0
CH,650859,661309,13,L,R,X,0.062
FF,592273,661309,11,R,R,X,0.179
SL,592669,661309,9,R,R,X,0.054
FC,667670,542881,7,R,L,X,1.068
FF,621493,667427,12,R,R,X,0.688
ST,570482,686610,13,R,L,X,0.23
FC,649557,542881,8,R,L,X,0.197
CH,669397,542881,6,R,L,X,0.026
SI,643393,542881,8,L,L,X,0.175
CU,650859,686610,9,R,L,X,0.24
CU,592273,686610,4,R,L,X,0.033
FF,592669,686610,11,R,L,X,0.046
ST,660271,686610,14,L,L,X,2.0
FF,545361,686610,6,R,L,X,2.0
CH,621493,686610,9,R,L,X,0.606
FF,669127,542881,4,R,L,X,0.218
FC,657656,542881,6,R,L,X,0.473
FF,592273,686610,1,R,L,X,0.058
CU,592669,686610,13,R,L,X,0.26
FC,664913,542881,13,L,L,X,0.163
CH,665923,542881,14,R,L,X,0.046
FF,545361,686610,2,R,L,X,0.435
ST,621493,686610,11,R,L,X,0.741
FF,669397,542881,8,R,L,X,0.311
FC,643393,542881,2,L,L,X,0.027
CH,669127,542881,14,R,L,X,0.074
ST,570482,686610,8,R,L,X,0.04
CH,667670,542881,14,R,L,X,0.106
CH,649557,542881,14,R,L,X,0.125
CH,665923,542881,9,R,L,X,0.003
ST,592669,686610,13,R,L,X,0.038
ST,660271,686610,3,L,L,X,0.531
CH,545361,686610,6,R,L,X,0.957
FF,621493,686610,8,R,L,X,0.376
SL,543068,623352,5,R,L,X,0.135
SI,453568,623352,6,L,L,X,0.016
FF,593428,608718,6,R,L,X,0.01
FS,519058,472610,13,L,R,X,0.163
FF,673490,608718,1,R,L,X,0.053
SL,660707,607625,9,R,R,X,0.071
FF,641857,607625,3,L,R,X,1.285
CU,543068,607625,6,R,R,X,0.216
SL,630105,596295,4,L,L,X,0.163
SL,665742,596295,13,L,L,X,0.065
FF,595777,607625,3,L,R,X,0.212
FF,592518,596295,13,R,L,X,0.226
FF,593428,596295,3,R,L,X,0.019
FF,678662,607625,3,R,R,X,0.107
SL,660707,607625,3,R,R,X,0.012
SL,663757,596295,2,L,L,X,0.186
SL,630105,596295,2,L,L,X,0.003
FF,641857,607625,5,L,R,X,0.388
FF,543068,607625,8,R,R,X,1.856
CU,453568,607625,13,L,R,X,0.037
SL,665742,596295,11,L,L,X,0.15
CH,592518,596295,7,R,L,X,0.0
CH,593428,596295,4,R,L,X,1.874
SI,663757,596295,14,L,L,X,1.703
SL,592178,607625,12,R,R,X,0.338
SI,630105,596295,6,L,L,X,0.069
CH,592518,596295,14,R,L,X,0.051
FF,593428,596295,11,R,L,X,0.132
CU,641857,607625,4,L,R,X,1.012
CU,543068,607625,14,R,R,X,0.243
CU,453568,607625,8,L,R,X,0.876
CU,592178,607625,1,R,R,X,0.13
CU,595777,607625,5,L,R,X,0.473
SI,519317,666808,5,R,R,X,0.288
SI,592450,666808,5,R,R,X,0.421
SL,683011,666808,5,R,R,X,0.618
SI,543063,605280,11,L,R,X,0.452
SI,573262,605280,5,L,R,X,0.728
SI,592626,605280,14,L,R,X,0.712
ST,642731,605280,6,R,R,X,0.018
ST,665828,573124,13,R,L,X,0.0
SI,650402,573124,6,R,L,X,0.724
ST,519317,573124,9,R,L,X,0.084
SI,624424,656061,8,L,R,X,0.044
FF,666165,656061,5,L,R,X,0.656
SL,519203,605154,8,L,R,X,0.413
CH,592450,605154,4,R,R,X,0.09
FF,518934,605154,6,R,R,X,0.07
CH,543063,656061,7,L,R,X,0.192
SL,683011,596001,8,R,R,X,0.064
CH,665828,596001,8,L,R,X,0.279
ST,642731,650633,2,R,R,X,0.521
FF,664774,650633,3,L,R,X,0.195
CH,543063,650633,8,L,R,X,0.49
SL,650402,596001,14,R,R,X,0.2
SL,519317,596001,9,R,R,X,0.244
SL,519203,596001,8,L,R,X,0.797
SL,592450,596001,4,R,R,X,0.868
SL,518934,596001,9,R,R,X,0.174
CH,573262,650633,4,L,R,X,0.648
ST,642731,650633,14,R,R,X,0.237
FS,665828,502171,7,L,R,X,0.264
FS,650402,502171,13,R,R,X,0.044
FC,543063,657376,2,L,R,X,1.488
FC,573262,657376,6,L,R,X,0.429
ST,592626,657376,13,L,R,X,1.213
SI,519317,502171,6,R,R,X,1.052
SI,642731,657376,1,R,R,X,0.305
ST,624424,657376,9,L,R,X,
KC,664774,657376,7,L,R,X,0.496
SL,683011,502171,14,R,R,X,0.529
FS,665828,502171,14,L,R,X,0.153
FC,666165,657376,12,L,R,X,0.255
SI,519317,502171,6,R,R,X,0.189
SI,592450,502171,14,R,R,X,0.27
ST,642731,657376,8,R,R,X,
SI,594807,642585,8,R,R,X,1.164
SI,807799,642585,5,L,R,X,0.016
SI,457759,642585,6,R,R,X,0.061
FC,669720,445276,9,R,R,X,0.448
FC,623993,445276,5,L,R,X,0.335
FF,657077,669211,8,L,L,X,0.023
FC,668939,455119,5,L,R,X,0.039
FF,594807,672335,6,R,L,X,0.235
CU,457759,672335,4,R,L,X,0.83
SI,646240,672335,2,L,L,X,0.91
SL,657077,672335,4,L,L,X,0.042
CU,571771,608723,8,R,R,X,1.635
SI,656775,670167,8,L,R,X,0.213
FF,622761,670167,7,R,R,X,0.069
FF,669720,670167,8,R,R,X,0.464
FF,594807,608723,1,R,R,X,0.009
SI,623993,670174,9,L,R,X,0.419
SI,668939,670174,8,L,R,X,0.132
ST,807799,543056,13,L,L,X,0.189
FC,646240,543056,13,L,L,X,0.053
FC,656775,670174,9,L,R,X,0.064
SI,622761,670174,11,R,R,X,0.065
FF,571771,657508,13,R,R,X,0.881
FF,624414,657508,6,R,R,X,0.218
FF,683002,677161,5,L,R,X,0.003
FF,669720,677161,4,R,R,X,0.078
CH,623993,677161,11,L,R,X,1.14
FF,663624,677161,7,R,R,X,0.422
ST,668939,677161,2,L,R,X,0.128
FF,671213,665152,5,L,R,X,0.094
FC,594807,665152,8,R,R,X,1.787
SI,807799,665152,4,L,R,X,0.545
ST,457759,665152,8,R,R,X,0.012
FF,646240,665152,1,L,R,X,0.937
FC,657077,665152,6,L,R,X,1.907
FF,656775,519242,2,L,L,X,2.0
CH,622761,519242,9,R,L,X,0.161
SI,669720,519242,1,R,L,X,0.199
SI,623993,519242,7,R,L,X,0.188
CH,663624,519242,14,R,L,X,0.485
FF,594807,665152,6,R,R,X,1.187
SI,668939,519242,9,R,L,X,0.161
SI,656775,519242,8,L,L,X,0.712
FC,807799,665152,9,L,R,X,0.038
SI,457759,665152,5,R,R,X,0.023
FF,646240,665152,2,L,R,X,0.396
FF,657077,665152,5,L,R,X,0.306
FF,669720,519242,5,R,L,X,2.0
SL,663624,519242,5,R,L,X,1.935
FF,668939,519242,8,R,L,X,0.716
FS,650391,593576,6,R,R,X,0.413
FS,643217,593576,8,L,R,X,0.187
SI,673357,593576,4,R,R,X,0.021
SI,641313,593576,4,R,R,X,0.065
SI,663656,666619,7,L,R,X,0.167
SI,547989,666619,5,R,R,X,0.176
SI,670541,666619,7,L,R,X,0.172
SI,608324,666619,5,R,R,X,0.038
CU,665161,614179,5,R,R,X,0.612
CU,667452,614179,9,R,R,X,0.94
FF,693049,592773,2,L,R,X,0.233
FF,683734,592773,8,R,R,X,0.687
FF,660162,592773,5,L,R,X,0.07
CH,663656,614179,14,L,R,X,0.756
SL,547989,523260,14,R,R,X,0.198
FF,670541,523260,1,L,R,X,0.561
FF,608324,523260,5,R,R,X,0.265
FF,665161,523260,1,R,R,X,0.232
FS,643217,592773,8,L,R,X,0.107
SL,673357,592773,9,R,R,X,0.395
SL,673237,669424,5,R,R,X,0.004
SL,462101,669854,9,R,R,X,0.628
FF,663656,608337,2,L,R,X,0.059
FF,650391,669854,6,R,R,X,0.877
FF,608324,608337,3,R,R,X,0.297
SL,665161,608337,5,R,R,X,0.444
SL,667452,608337,2,R,R,X,0.247
SL,673237,608337,9,R,R,X,0.179
SI,641313,664353,11,R,R,X,0.876
SI,462101,664353,7,R,R,X,0.168
CH,693049,664353,7,L,R,X,0.207
FF,676801,608337,9,R,R,X,0.57
FF,663656,608337,6,L,R,X,1.064
CH,643217,664353,14,L,R,X,0.225
ST,673357,664353,3,R,R,X,0.024
FF,670541,608337,3,L,R,X,0.006
SL,667452,608337,5,R,R,X,0.014
CU,462101,664353,5,R,R,X,0.066
CU,693049,664353,7,L,R,X,0.594
ST,683734,664353,14,R,R,X,0.045
FF,660162,664353,4,L,R,X,0.323
SL,676801,608337,4,R,R,X,0.291
CH,663656,608337,7,L,R,X,0.167
CH,670541,608337,8,L,R,X,0.519
CH,665161,608337,12,R,R,X,0.619
SI,650391,664353,13,R,R,X,0.196
ST,673357,664353,14,R,R,X,0.226
FF,641313,664353,6,R,R,X,0.604
FF,662139,664854,11,L,R,X,0.0
FF,666182,664854,1,R,R,X,0.493
FF,595281,664854,7,L,R,X,0.053
SL,691023,657024,3,R,R,X,0.56
FS,641933,657024,8,R,R,X,0.078
FS,571448,657024,7,R,R,X,0.604
FF,624415,664854,5,L,R,X,0.131
SL,643376,664854,14,R,R,X,0.224
SI,656305,663855,7,R,R,X,0.352
SI,502671,643256,5,R,R,X,0.737
SL,676475,643256,5,L,R,X,0.003
FF,680977,643256,5,L,R,X,0.18
FF,666182,669467,5,R,R,X,0.044
FF,543807,669467,2,R,R,X,0.4
SL,595281,669467,6,L,R,X,0.563
SL,624415,669467,12,L,R,X,0.594
FF,668800,592332,4,R,R,X,0.705
FS,691023,592332,7,R,R,X,0.308
FF,641933,592332,7,R,R,X,0.751
CH,474832,572403,4,L,R,X,0.072
FS,571448,592332,14,R,R,X,0.124
FF,676475,592332,6,L,R,X,0.373
SL,665489,656427,8,R,R,X,0.042
SL,666182,656427,8,R,R,X,0.363
FS,669242,592332,7,L,R,X,0.23
FF,668800,592332,5,R,R,X,0.019
FF,691023,592332,4,R,R,X,0.373
SL,595281,656427,14,L,R,X,0.145
SL,643376,656427,8,R,R,X,0.157
FS,669357,592332,7,L,R,X,0.057
FS,571448,592332,13,R,R,X,0.12
FF,502671,592332,11,R,R,X,0.886
FF,676475,592332,5,L,R,X,0.52
FF,680977,592332,2,L,R,X,0.279
FS,669242,592332,7,L,R,X,0.057
SL,656305,656427,5,R,R,X,0.012
SL,662139,656427,7,L,R,X,0.02
SL,691023,592332,5,R,R,X,0.615
FS,669357,592332,8,L,R,X,0.124
SL,543807,656427,9,R,R,X,0.399
FC,595281,656427,5,L,R,X,0.023
FS,502671,592332,8,R,R,X,0.905
FF,676475,592332,8,L,R,X,0.549
FS,680977,592332,13,L,R,X,0.139
SI,666182,656427,7,R,R,X,0.108
FF,543807,656427,6,R,R,X,0.012
CH,641355,642207,11,L,R,X,0.415
CH,664023,642207,8,L,R,X,0.395
FF,621020,642207,2,R,R,X,0.484
FF,663538,456713,12,R,R,X,0.243
CU,663611,456713,14,R,R,X,0.402
ST,661388,605242,14,R,R,X,0.812
FC,605119,665871,4,R,R,X,0.73
CH,641355,605540,13,L,R,X,0.125
FF,664023,605540,3,L,R,X,0.473
SI,621020,605540,4,R,R,X,0.366
CH,663538,605540,11,R,R,X,0.18
SI,663611,605540,13,R,R,X,0.128
SL,686894,657006,5,R,L,X,0.403
FF,680911,657006,8,R,L,X,0.405
SL,605119,657006,5,R,L,X,0.237
SI,641820,605540,8,R,R,X,0.137
FF,621020,605540,6,R,R,X,0.679
SL,661388,657006,4,R,L,X,0.657
CH,663538,605540,4,R,R,X,0.05
SI,663611,605540,4,R,R,X,0.207
SL,642715,657006,8,R,L,X,0.073
FF,686894,657006,4,R,L,X,0.75
FF,680911,657006,11,R,L,X,0.186
SI,641820,605540,4,R,R,X,0.08
FF,605119,657006,5,R,L,X,0.144
FF,621020,605540,4,R,R,X,0.604
SL,663538,605540,2,R,R,X,0.271
SI,661388,657006,8,R,L,X,0.675
SI,592885,657006,1,L,L,X,0.645
SL,669127,656353,4,R,L,X,0.046
CH,570482,594580,8,R,L,X,0.09
SI,650859,594580,3,R,L,X,0.228
FF,664913,656353,6,L,L,X,0.22
SL,669397,656353,5,R,L,X,0.095
SI,592669,544727,5,R,R,X,0.036
SI,660271,544727,14,L,R,X,0.266
SL,643393,656353,14,L,L,X,0.616
SL,669127,656353,7,R,L,X,0.583
SV,545361,670124,6,R,R,X,0.618
FC,621493,670124,6,R,R,X,0.846
FC,570482,670124,5,R,R,X,0.209
CH,650859,670124,5,L,R,X,0.148
FF,667670,656353,13,R,L,X,0.479
FF,664913,656353,4,L,L,X,0.128
FC,592669,670124,2,R,R,X,0.271
FC,660271,670124,2,L,R,X,0.343
FC,545361,670124,4,R,R,X,0.561
SL,649557,663776,4,R,L,X,0.117
FF,669397,663776,12,R,L,X,0.445
SL,669127,663776,5,R,L,X,0.018
CH,657656,663776,5,R,L,X,1.186
CH,650859,670124,7,L,R,X,0.1
SL,667670,663776,8,R,L,X,0.546
SL,664913,663776,6,L,L,X,0.006
CH,649557,663776,9,R,L,X,0.446
FF,592669,670124,12,R,R,X,0.551
FF,665923,663776,5,R,L,X,0.078
FF,669397,663776,1,R,L,X,0.031
SV,545361,670124,14,R,R,X,0.065
FF,621493,670124,5,R,R,X,1.344
SV,570482,670124,14,R,R,X,0.257
FF,660271,660261,1,L,R,X,0.45
SL,621493,660261,5,R,R,X,0.724
SL,570482,660261,9,R,R,X,0.497
CH,669127,663776,9,R,L,X,0.555
CH,657656,663776,6,R,L,X,0.4
CH,667670,663776,14,R,L,X,0.156
SI,664913,663776,14,L,L,X,0.278
SL,649557,663776,4,R,L,X,0.131
FS,660271,660261,5,L,R,X,0.29
FF,641584,669796,5,L,L,X,0.145
CH,621028,669796,14,R,L,X,0.158
CH,663886,669796,4,R,L,X,0.591
FF,656582,571656,2,R,R,X,0.0
SL,668715,608328,4,R,R,X,0.896
SL,663697,608328,6,R,R,X,0.004
FS,670770,608328,1,L,R,X,0.273
FF,457705,571656,2,R,R,X,0.0
FF,668804,571656,5,L,R,X,0.41
FF,663647,571656,1,R,R,X,0.003
SL,641584,608328,5,L,R,X,0.216
SL,663886,608328,8,R,R,X,0.764
ST,595978,664139,6,R,R,X,0.0
FC,678225,664139,6,L,R,X,0.218
CH,666801,664139,1,L,R,X,0.003
CU,467793,666157,8,R,L,X,0.134
FF,621028,448179,11,R,L,X,0.031
CU,663886,448179,8,R,L,X,0.101
SI,457705,666157,5,R,L,X,0.003
SI,668804,666157,8,R,L,X,0.286
SI,663647,666157,14,R,L,X,0.18
ST,668715,448179,14,R,L,X,0.007
FF,467793,666157,1,R,L,X,0.88
FF,670770,448179,11,L,L,X,0.155
CU,668804,666157,2,R,L,X,0.067
FF,663647,666157,6,R,L,X,0.549
FF,595978,666157,3,R,L,X,0.546
FF,621028,448179,7,R,L,X,1.907
FC,663886,448179,2,R,L,X,0.684
FF,663697,448179,2,R,L,X,1.536
CH,656582,666157,6,R,L,X,0.143
SI,467793,666157,9,R,L,X,0.53
CH,668804,666157,9,R,L,X,0.18
SL,643265,502085,14,R,R,X,0.231
KC,650333,502085,7,L,R,X,0.249
SI,516782,666129,9,R,L,X,0.846
CU,592192,666129,2,R,L,X,0.011
SL,502054,666129,4,R,L,X,0.898
SL,624413,666129,7,R,L,X,0.925
SI,663743,493603,1,R,R,X,0.616
ST,516416,493603,2,R,R,X,0.358
ST,650559,493603,2,R,R,X,0.004
SI,643446,666129,7,L,L,X,0.058
CU,596019,666129,5,R,L,X,0.645
SL,607043,666129,13,L,L,X,0.402
SI,500871,666129,3,R,L,X,0.005
ST,665862,548384,7,L,L,X,0.253
FF,643265,622098,11,R,R,X,0.197
CU,650333,622098,6,L,R,X,0.014
FF,621563,622098,2,L,R,X,0.014
FF,592192,666129,1,R,L,X,1.125
SL,596129,666129,4,L,L,X,0.04
SL,624413,666129,7,R,L,X,0.291
FF,660821,642701,2,L,R,X,0.365
FF,643446,598264,9,L,R,X,0.099
KC,607043,598264,8,L,R,X,0.208
SL,650559,656731,11,R,R,X,0.503
CH,665862,656731,5,L,R,X,0.524
SL,624585,656731,6,R,R,X,1.019
SL,650333,656731,13,L,R,X,0.742
FF,500871,677053,11,R,L,X,0.108
FF,592192,677053,4,R,L,X,0.604
FF,596129,677053,11,L,L,X,0.222
SL,624413,677053,4,R,L,X,0.927
FF,643446,677053,6,L,L,X,0.134
CH,621563,656731,13,L,R,X,0.124
SL,663743,656731,8,R,R,X,0.142
CH,660821,656731,4,L,R,X,0.454
SL,516416,656731,14,R,R,X,0.073
CH,500871,665795,13,L,R,X,0.049
CH,643265,656731,13,R,R,X,0.215
CH,643446,665795,7,L,R,X,0.479
CH,596019,665795,7,L,R,X,0.151
SL,624585,656731,5,R,R,X,0.329
FF,650333,656731,5,L,R,X,0.867
FF,663743,656731,1,R,R,X,1.693
CU,607043,665795,4,L,R,X,0.618
CH,500871,665795,7,L,R,X,0.054
FF,592192,665795,12,R,R,X,0.494
SL,650559,656731,1,R,R,X,0.158
CH,650333,656731,4,L,R,X,0.616
CH,596129,665795,4,L,R,X,0.032
FF,643446,665795,5,L,R,X,0.31
FF,596019,665795,3,L,R,X,0.0
FF,606992,676534,11,R,R,X,0.181
ST,656716,676534,6,L,R,X,0.828
FC,642350,542585,8,R,R,X,0.336
CH,677551,682051,9,L,R,X,0.118
ST,606992,687330,4,R,R,X,0.003
FC,656716,687330,14,L,R,X,0.152
SI,408234,687330,4,R,R,X,0.41
SI,679529,687330,4,R,R,X,0.05
FC,681481,687330,2,L,R,X,1.239
ST,595879,687330,2,R,R,X,0.081
SL,670042,641302,7,L,L,X,0.058
SI,665155,621107,8,L,R,X,0.242
SI,606992,621107,4,R,R,X,0.074
FC,650490,641302,2,R,L,X,1.479
CH,670764,641302,12,R,L,X,0.897
FC,656716,621107,5,L,R,X,0.184
FF,408234,621107,1,R,R,X,0.553
CU,679529,621107,14,R,R,X,0.035
FC,681481,621107,9,L,R,X,0.692
CH,642350,641302,9,R,L,X,0.147
SL,677551,622259,7,L,R,X,0.302
FF,650490,622259,9,R,R,X,0.518
CU,666139,605513,14,L,R,X,0.676
CU,642350,605513,4,R,R,X,0.62
CH,677551,605513,7,L,R,X,0.93
FC,595879,621107,8,R,R,X,0.26
FC,682985,621107,9,L,R,X,0.609
FC,606992,621107,6,R,R,X,0.122
CH,664040,605513,13,L,R,X,0.205
SL,666139,605513,8,L,R,X,0.022
CH,670764,605513,13,L,R,X,0.041
SI,408234,621107,8,R,R,X,0.099
SI,679529,621107,5,R,R,X,0.834
SL,642350,605513,7,R,R,X,0.346
FF,668227,605513,12,R,R,X,0.469
FF,664040,605513,3,L,R,X,0.827
SL,650490,605513,7,R,R,X,0.302
CU,682985,621107,7,L,R,X,0.313
FC,665155,621107,3,L,R,X,0.103
FS,600869,489446,7,L,R,X,0.065
FS,545121,489446,9,L,R,X,0.444
FF,660688,489446,3,L,R,X,1.67
FF,642086,489446,7,L,R,X,0.017
FC,660670,665048,2,R,R,X,0.377
FS,606115,665048,7,R,R,X,0.481
FF,671277,641729,5,L,R,X,0.396
ST,592696,663658,14,L,R,X,0.27
ST,671739,663658,1,L,R,X,0.771
CU,682928,623433,4,L,R,X,0.198
CU,657041,623433,6,R,R,X,0.055
CH,645277,663658,13,L,R,X,0.555
ST,621566,663658,4,L,R,X,1.72
ST,660670,663658,5,R,R,X,1.186
SI,606115,663658,4,R,R,X,0.552
FF,660688,675911,5,L,R,X,0.798
FF,542303,607455,13,R,L,X,0.049
CH,518595,607455,13,R,L,X,0.614
SI,671739,607455,5,L,L,X,0.243
FF,671277,675911,4,L,R,X,0.313
SL,682928,675911,4,L,R,X,0.449
SL,657041,675911,6,R,R,X,0.738
SI,645277,680686,8,L,R,X,0.037
SI,663586,680686,13,R,R,X,0.12
FF,600869,675911,5,L,R,X,0.128
FF,660688,675911,2,L,R,X,0.106
SL,606115,680686,14,R,R,X,0.244
FC,542303,680686,8,R,R,X,1.942
FF,671277,675911,2,L,R,X,0.121
FF,682928,675911,8,L,R,X,0.362
FF,657041,675911,5,R,R,X,0.877
FC,518595,680686,9,R,R,X,0.057
CU,671739,680686,1,L,R,X,0.461
CU,663586,680686,8,R,R,X,0.634
SL,660670,680686,7,R,R,X,0.014
CU,606115,680686,13,R,R,X,0.447
CU,542303,680686,13,R,R,X,0.319
CU,592696,680686,13,L,R,X,0.168
CU,518595,680686,9,R,R,X,0.066
SL,608841,675911,8,R,R,X,0.338
CU,671739,680686,13,L,R,X,0.069
CU,645277,680686,7,L,R,X,0.53
FC,621566,680686,8,L,R,X,1.2
SL,660670,680686,7,R,R,X,1.164
FF,607208,621368,2,R,L,X,0.413
FA,673962,543281,11,R,R,X,0.593
FA,608671,543281,11,L,R,X,0.6
FA,663993,543281,12,L,R,X,0.517
FA,543760,543281,6,R,R,X,0.306
SI,681082,641540,6,L,R,X,0.052
SI,592206,641540,9,R,R,X,0.751
FF,673962,571479,4,R,R,X,0.18
SL,666969,571479,7,R,R,X,0.517
SL,663993,571479,13,L,R,X,0.08
FF,608369,571479,7,L,R,X,0.168
SI,543760,622554,8,R,R,X,0.134
FF,641598,622554,5,R,R,X,1.806
FF,543257,622554,9,L,R,X,0.319
FC,656941,641540,6,L,R,X,0.028
SL,607208,641540,6,R,R,X,0.18
CH,669016,641540,5,L,R,X,0.091
SI,663993,621237,8,L,L,X,0.061
SI,608369,621237,8,L,L,X,0.905
SI,664761,641540,5,R,R,X,0.204
SL,681082,641540,8,L,R,X,0.583
SL,592206,641540,2,R,R,X,0.364
SI,641598,628708,7,R,R,X,1.566
SL,673962,628708,5,R,R,X,0.856
FF,592663,543135,5,R,R,X,0.546
FC,656941,543135,3,L,R,X,0.129
SL,607208,543135,14,R,R,X,0.091
SL,664761,543135,14,R,R,X,0.042
FF,681082,543135,12,L,R,X,0.687
FF,592206,543135,6,R,R,X,0.38
ST,641598,554430,8,R,R,X,0.201
ST,543257,554430,2,L,R,X,0.292
ST,666969,554430,14,R,R,X,0.727
ST,663993,554430,6,L,R,X,0.355
FF,656941,543135,2,L,R,X,0.0
SL,607208,543135,3,R,R,X,0.411
FF,608369,554430,5,L,R,X,0.084
SI,543760,554430,4,R,R,X,0.589
FC,664761,543135,12,R,R,X,0.066
FC,681082,543135,6,L,R,X,0.583
FF,543257,554430,9,L,R,X,0.396
SI,666969,554430,5,R,R,X,0.604
FC,663993,554430,2,L,R,X,0.885
FF,608369,554430,8,L,R,X,0.075
FF,543760,554430,6,R,R,X,0.526
FC,592663,543135,6,R,R,X,0.687
FF,686681,605347,6,L,R,X,0.211
CU,521692,573204,8,R,L,X,0.729
ST,677951,643377,7,R,R,X,0.222
FF,670032,643377,14,L,R,X,0.229
FF,596146,642232,9,L,L,X,0.045
CH,572191,642232,5,R,L,X,0.054
CH,543877,642232,9,R,L,X,0.6
CH,664728,660896,14,L,R,X,0.441
FF,571657,642232,2,R,L,X,0.01
FF,621439,543475,4,R,R,X,0.459
CH,686469,543243,4,L,R,X,0.409
SI,521692,543243,6,R,R,X,0.526
FF,669004,543243,9,L,R,X,0.388
FF,677951,543243,4,R,R,X,0.0
FF,621043,543475,11,R,R,X,0.064
FF,596146,543475,3,L,R,X,0.004
ST,572191,543475,14,R,R,X,0.007
